Entity,Code,Day,total_vaccinations_per_hundred
Lebanon,LBN,2021-04-20,5.2
Lebanon,LBN,2021-04-24,6.04
Lebanon,LBN,2021-04-25,6.14
Lebanon,LBN,2021-04-26,6.23
Lebanon,LBN,2021-04-27,6.47
Lebanon,LBN,2021-04-28,6.73
Lebanon,LBN,2021-04-29,6.81
Lebanon,LBN,2021-04-30,6.82
Lebanon,LBN,2021-05-01,6.82
Lebanon,LBN,2021-05-02,6.88
Lebanon,LBN,2021-05-03,7
Lebanon,LBN,2021-05-04,7.21
Lebanon,LBN,2021-05-05,7.4
Lebanon,LBN,2021-05-06,7.53
Lebanon,LBN,2021-05-14,8.58
Lebanon,LBN,2021-05-15,8.59
Lebanon,LBN,2021-05-16,8.67
Lebanon,LBN,2021-05-17,8.97
Lebanon,LBN,2021-05-18,9.14
Lebanon,LBN,2021-05-19,9.33
Lebanon,LBN,2021-05-20,9.63
Lebanon,LBN,2021-05-21,9.77
Lebanon,LBN,2021-05-22,9.77
Lebanon,LBN,2021-05-23,9.82
Lebanon,LBN,2021-05-24,10.02
Lebanon,LBN,2021-05-25,10.08
Lebanon,LBN,2021-05-26,10.57
Lebanon,LBN,2021-05-27,10.72
Lebanon,LBN,2021-05-28,10.89
Lebanon,LBN,2021-05-29,10.97
Lebanon,LBN,2021-05-30,11.11
Lebanon,LBN,2021-05-31,11.44
Lebanon,LBN,2021-06-01,11.82
Lebanon,LBN,2021-06-02,12.11
Lebanon,LBN,2021-06-03,12.53
Lebanon,LBN,2021-06-04,12.55
Lebanon,LBN,2021-06-05,12.59
Lebanon,LBN,2021-06-06,12.75
Lebanon,LBN,2021-06-07,13.1
Lebanon,LBN,2021-06-08,13.41
Lebanon,LBN,2021-06-09,13.71
Lebanon,LBN,2021-06-10,14.02
Lebanon,LBN,2021-06-11,14.23
Lebanon,LBN,2021-06-12,14.56
Lebanon,LBN,2021-06-13,14.93
Lebanon,LBN,2021-06-14,15.24
Lebanon,LBN,2021-06-15,15.64
Lebanon,LBN,2021-06-16,15.68
Lebanon,LBN,2021-06-17,16.42
Lebanon,LBN,2021-06-18,16.65
Lebanon,LBN,2021-06-19,16.67
Lebanon,LBN,2021-06-20,16.7
Lebanon,LBN,2021-06-23,17.37
Lebanon,LBN,2021-06-24,17.66
Lebanon,LBN,2021-06-25,18.37
Lebanon,LBN,2021-06-26,18.43
Lebanon,LBN,2021-06-27,18.52
Lebanon,LBN,2021-06-28,18.99
Lebanon,LBN,2021-06-29,19.39
Lebanon,LBN,2021-06-30,19.93
Lebanon,LBN,2021-07-01,20.08
Lebanon,LBN,2021-07-02,20.34
Lebanon,LBN,2021-07-03,20.36
Lebanon,LBN,2021-07-04,20.38
Lebanon,LBN,2021-07-05,20.55
Lebanon,LBN,2021-07-06,20.84
Lebanon,LBN,2021-07-07,21.86
Lebanon,LBN,2021-07-08,22.43
Lebanon,LBN,2021-07-09,22.67
Lebanon,LBN,2021-07-10,22.7
Lebanon,LBN,2021-07-11,22.78
Lebanon,LBN,2021-07-12,23.13
Lebanon,LBN,2021-07-13,24.15
Lebanon,LBN,2021-07-14,24.63
Lebanon,LBN,2021-07-15,25.06
Lebanon,LBN,2021-07-16,25.09
Lebanon,LBN,2021-07-17,25.11
Lebanon,LBN,2021-07-18,25.13
Lebanon,LBN,2021-07-19,25.5
Lebanon,LBN,2021-07-20,25.53
Lebanon,LBN,2021-07-21,25.82
Lebanon,LBN,2021-07-22,26.32
Lebanon,LBN,2021-07-23,26.33
Lebanon,LBN,2021-07-24,26.39
Lebanon,LBN,2021-07-25,26.7
Lebanon,LBN,2021-07-26,27.15
Lebanon,LBN,2021-07-27,27.67
Lebanon,LBN,2021-07-28,28.08
Lebanon,LBN,2021-07-29,28.47
Lebanon,LBN,2021-07-30,28.73
Lebanon,LBN,2021-07-31,28.76
Lebanon,LBN,2021-08-01,28.8
Lebanon,LBN,2021-08-02,29.28
Lebanon,LBN,2021-08-03,29.8
Lebanon,LBN,2021-08-04,29.94
Lebanon,LBN,2021-08-05,30.33
Lebanon,LBN,2021-08-06,30.69
Lebanon,LBN,2021-08-07,30.76
Lebanon,LBN,2021-08-08,30.8
Lebanon,LBN,2021-08-09,31.06
Lebanon,LBN,2021-08-10,31.62
Lebanon,LBN,2021-08-11,31.99
Lebanon,LBN,2021-08-12,32.17
Lebanon,LBN,2021-08-13,32.37
Lebanon,LBN,2021-08-14,32.38
Lebanon,LBN,2021-08-15,32.55
Lebanon,LBN,2021-08-16,32.82
Lebanon,LBN,2021-08-17,33.15
Lebanon,LBN,2021-08-18,33.36
Lebanon,LBN,2021-08-19,33.61
Lebanon,LBN,2021-08-20,33.78
Lebanon,LBN,2021-08-23,34.26
Lebanon,LBN,2021-08-24,34.68
Lebanon,LBN,2021-08-25,34.89
Lebanon,LBN,2021-08-26,35.25
Lebanon,LBN,2021-08-27,35.45
Lebanon,LBN,2021-08-28,35.47
Lebanon,LBN,2021-08-29,35.79
Lebanon,LBN,2021-08-30,35.98
Lebanon,LBN,2021-08-31,36.31
Lebanon,LBN,2021-09-01,36.58
Lebanon,LBN,2021-09-02,36.85
Lebanon,LBN,2021-09-03,36.89
Lebanon,LBN,2021-09-04,36.93
Lebanon,LBN,2021-09-05,37.01
Lebanon,LBN,2021-09-06,37.46
Lebanon,LBN,2021-09-07,37.59
Lebanon,LBN,2021-09-08,37.98
Lebanon,LBN,2021-09-09,38.18
Lebanon,LBN,2021-09-10,38.39
Lebanon,LBN,2021-09-11,38.42
Lebanon,LBN,2021-09-12,38.74
Lebanon,LBN,2021-09-13,38.84
Lebanon,LBN,2021-09-14,38.96
Lebanon,LBN,2021-09-15,39.65
Lebanon,LBN,2021-09-16,39.74
Lebanon,LBN,2021-09-17,39.95
Lebanon,LBN,2021-09-18,39.97
Lebanon,LBN,2021-09-19,40.14
Lebanon,LBN,2021-09-20,40.47
Lebanon,LBN,2021-09-21,40.92
Lebanon,LBN,2021-09-22,41.05
Lebanon,LBN,2021-09-23,41.37
Lesotho,LSO,2021-03-09,0
Lesotho,LSO,2021-04-17,0.74
Lesotho,LSO,2021-05-18,1.7
Lesotho,LSO,2021-05-21,1.7
Lesotho,LSO,2021-07-05,2.61
Lesotho,LSO,2021-07-26,3.38
Lesotho,LSO,2021-08-25,4.81
Lesotho,LSO,2021-08-28,9.35
Lesotho,LSO,2021-09-20,15.42
Liberia,LBR,2021-05-12,0.7
Liberia,LBR,2021-05-21,1.01
Liberia,LBR,2021-05-24,1.04
Liberia,LBR,2021-05-26,1.08
Liberia,LBR,2021-05-31,1.08
Liberia,LBR,2021-06-08,1.23
Liberia,LBR,2021-06-10,1.24
Liberia,LBR,2021-06-14,1.27
Liberia,LBR,2021-06-15,1.3
Liberia,LBR,2021-06-20,1.33
Liberia,LBR,2021-06-24,1.48
Liberia,LBR,2021-06-28,1.59
Liberia,LBR,2021-07-05,1.78
Liberia,LBR,2021-07-12,1.84
Liberia,LBR,2021-08-20,2.12
Liberia,LBR,2021-08-23,2.19
Libya,LBY,2021-04-17,0.01
Libya,LBY,2021-05-10,1.53
Libya,LBY,2021-06-01,3.5
Libya,LBY,2021-06-09,4.57
Libya,LBY,2021-06-12,4.75
Libya,LBY,2021-06-16,5.05
Libya,LBY,2021-06-23,5.32
Libya,LBY,2021-06-29,5.45
Libya,LBY,2021-07-08,5.66
Libya,LBY,2021-07-11,6.11
Libya,LBY,2021-07-18,6.9
Libya,LBY,2021-07-25,7.63
Libya,LBY,2021-07-28,7.86
Libya,LBY,2021-08-04,10.24
Libya,LBY,2021-08-05,10.6
Libya,LBY,2021-08-09,10.98
Libya,LBY,2021-08-18,12.79
Libya,LBY,2021-08-25,14.7
Libya,LBY,2021-08-26,14.82
Libya,LBY,2021-09-01,16.25
Libya,LBY,2021-09-09,18.31
Libya,LBY,2021-09-10,19
Libya,LBY,2021-09-15,19.85
Libya,LBY,2021-09-19,21.04
Libya,LBY,2021-09-22,21.58
Liechtenstein,LIE,2020-12-22,0
Liechtenstein,LIE,2020-12-23,0
Liechtenstein,LIE,2020-12-24,0
Liechtenstein,LIE,2020-12-25,0
Liechtenstein,LIE,2020-12-26,0
Liechtenstein,LIE,2020-12-27,0
Liechtenstein,LIE,2020-12-28,0
Liechtenstein,LIE,2020-12-29,0
Liechtenstein,LIE,2020-12-30,0
Liechtenstein,LIE,2020-12-31,0
Liechtenstein,LIE,2021-01-01,0
Liechtenstein,LIE,2021-01-02,0
Liechtenstein,LIE,2021-01-03,0
Liechtenstein,LIE,2021-01-04,0.01
Liechtenstein,LIE,2021-01-05,0.01
Liechtenstein,LIE,2021-01-06,0.01
Liechtenstein,LIE,2021-01-07,0.02
Liechtenstein,LIE,2021-01-08,0.02
Liechtenstein,LIE,2021-01-09,0.02
Liechtenstein,LIE,2021-01-10,0.02
Liechtenstein,LIE,2021-01-11,0.02
Liechtenstein,LIE,2021-01-12,0.04
Liechtenstein,LIE,2021-01-13,0.04
Liechtenstein,LIE,2021-01-14,0.06
Liechtenstein,LIE,2021-01-15,0.12
Liechtenstein,LIE,2021-01-16,0.12
Liechtenstein,LIE,2021-01-17,0.12
Liechtenstein,LIE,2021-01-18,0.33
Liechtenstein,LIE,2021-01-19,0.55
Liechtenstein,LIE,2021-01-20,0.69
Liechtenstein,LIE,2021-01-21,0.84
Liechtenstein,LIE,2021-01-22,0.98
Liechtenstein,LIE,2021-01-23,0.99
Liechtenstein,LIE,2021-01-24,0.99
Liechtenstein,LIE,2021-01-25,1.18
Liechtenstein,LIE,2021-01-26,1.38
Liechtenstein,LIE,2021-01-27,1.4
Liechtenstein,LIE,2021-01-28,1.73
Liechtenstein,LIE,2021-01-29,2.2
Liechtenstein,LIE,2021-01-30,2.2
Liechtenstein,LIE,2021-01-31,2.2
Liechtenstein,LIE,2021-02-01,2.2
Liechtenstein,LIE,2021-02-02,2.2
Liechtenstein,LIE,2021-02-03,2.21
Liechtenstein,LIE,2021-02-04,2.3
Liechtenstein,LIE,2021-02-05,2.32
Liechtenstein,LIE,2021-02-06,2.32
Liechtenstein,LIE,2021-02-07,2.32
Liechtenstein,LIE,2021-02-08,2.49
Liechtenstein,LIE,2021-02-09,2.68
Liechtenstein,LIE,2021-02-10,2.82
Liechtenstein,LIE,2021-02-11,2.99
Liechtenstein,LIE,2021-02-12,3.07
Liechtenstein,LIE,2021-02-13,3.07
Liechtenstein,LIE,2021-02-14,3.07
Liechtenstein,LIE,2021-02-15,3.27
Liechtenstein,LIE,2021-02-16,3.91
Liechtenstein,LIE,2021-02-17,4.43
Liechtenstein,LIE,2021-02-18,4.74
Liechtenstein,LIE,2021-02-19,4.74
Liechtenstein,LIE,2021-02-20,4.74
Liechtenstein,LIE,2021-02-21,4.74
Liechtenstein,LIE,2021-02-22,5.28
Liechtenstein,LIE,2021-02-23,5.81
Liechtenstein,LIE,2021-02-24,5.81
Liechtenstein,LIE,2021-02-25,6.3
Liechtenstein,LIE,2021-02-26,6.8
Liechtenstein,LIE,2021-02-27,6.8
Liechtenstein,LIE,2021-02-28,6.8
Liechtenstein,LIE,2021-03-01,6.8
Liechtenstein,LIE,2021-03-02,6.8
Liechtenstein,LIE,2021-03-03,7.12
Liechtenstein,LIE,2021-03-04,7.63
Liechtenstein,LIE,2021-03-05,8.18
Liechtenstein,LIE,2021-03-06,8.18
Liechtenstein,LIE,2021-03-07,8.18
Liechtenstein,LIE,2021-03-08,8.18
Liechtenstein,LIE,2021-03-09,8.73
Liechtenstein,LIE,2021-03-10,9.25
Liechtenstein,LIE,2021-03-11,9.88
Liechtenstein,LIE,2021-03-12,9.88
Liechtenstein,LIE,2021-03-13,9.88
Liechtenstein,LIE,2021-03-14,9.88
Liechtenstein,LIE,2021-03-15,9.9
Liechtenstein,LIE,2021-03-16,10.47
Liechtenstein,LIE,2021-03-17,11.07
Liechtenstein,LIE,2021-03-18,11.41
Liechtenstein,LIE,2021-03-19,11.41
Liechtenstein,LIE,2021-03-20,11.41
Liechtenstein,LIE,2021-03-21,11.41
Liechtenstein,LIE,2021-03-22,11.94
Liechtenstein,LIE,2021-03-23,12.47
Liechtenstein,LIE,2021-03-24,13.1
Liechtenstein,LIE,2021-03-25,13.73
Liechtenstein,LIE,2021-03-26,14.35
Liechtenstein,LIE,2021-03-27,14.35
Liechtenstein,LIE,2021-03-28,14.35
Liechtenstein,LIE,2021-03-29,14.98
Liechtenstein,LIE,2021-03-30,15.63
Liechtenstein,LIE,2021-03-31,15.95
Liechtenstein,LIE,2021-04-01,16.46
Liechtenstein,LIE,2021-04-02,17
Liechtenstein,LIE,2021-04-03,17
Liechtenstein,LIE,2021-04-04,17
Liechtenstein,LIE,2021-04-05,17
Liechtenstein,LIE,2021-04-06,17.55
Liechtenstein,LIE,2021-04-07,18.07
Liechtenstein,LIE,2021-04-08,18.7
Liechtenstein,LIE,2021-04-09,19.38
Liechtenstein,LIE,2021-04-10,19.38
Liechtenstein,LIE,2021-04-11,19.38
Liechtenstein,LIE,2021-04-12,20.11
Liechtenstein,LIE,2021-04-13,20.83
Liechtenstein,LIE,2021-04-14,21.63
Liechtenstein,LIE,2021-04-15,22.41
Liechtenstein,LIE,2021-04-16,23.16
Liechtenstein,LIE,2021-04-17,23.16
Liechtenstein,LIE,2021-04-18,23.16
Liechtenstein,LIE,2021-04-19,24.62
Liechtenstein,LIE,2021-04-20,26.03
Liechtenstein,LIE,2021-04-21,27.34
Liechtenstein,LIE,2021-04-22,28.65
Liechtenstein,LIE,2021-04-23,29.95
Liechtenstein,LIE,2021-04-24,29.95
Liechtenstein,LIE,2021-04-25,29.95
Liechtenstein,LIE,2021-04-26,30.58
Liechtenstein,LIE,2021-04-27,31.23
Liechtenstein,LIE,2021-04-28,31.94
Liechtenstein,LIE,2021-04-29,32.64
Liechtenstein,LIE,2021-04-30,33.98
Liechtenstein,LIE,2021-05-01,33.98
Liechtenstein,LIE,2021-05-02,33.98
Liechtenstein,LIE,2021-05-03,34.71
Liechtenstein,LIE,2021-05-04,35.42
Liechtenstein,LIE,2021-05-05,36.15
Liechtenstein,LIE,2021-05-06,36.88
Liechtenstein,LIE,2021-05-07,37.56
Liechtenstein,LIE,2021-05-08,37.56
Liechtenstein,LIE,2021-05-09,37.56
Liechtenstein,LIE,2021-05-10,39.03
Liechtenstein,LIE,2021-05-11,40.44
Liechtenstein,LIE,2021-05-12,41.21
Liechtenstein,LIE,2021-05-13,41.96
Liechtenstein,LIE,2021-05-14,42.7
Liechtenstein,LIE,2021-05-15,42.7
Liechtenstein,LIE,2021-05-16,42.7
Liechtenstein,LIE,2021-05-17,44.16
Liechtenstein,LIE,2021-05-18,45.58
Liechtenstein,LIE,2021-05-19,47
Liechtenstein,LIE,2021-05-20,48.41
Liechtenstein,LIE,2021-05-21,49.87
Liechtenstein,LIE,2021-05-22,49.87
Liechtenstein,LIE,2021-05-23,49.87
Liechtenstein,LIE,2021-05-24,49.87
Liechtenstein,LIE,2021-05-25,51.33
Liechtenstein,LIE,2021-05-26,52.76
Liechtenstein,LIE,2021-05-27,54.25
Liechtenstein,LIE,2021-05-28,55.63
Liechtenstein,LIE,2021-05-29,55.63
Liechtenstein,LIE,2021-05-30,55.63
Liechtenstein,LIE,2021-05-31,57.08
Liechtenstein,LIE,2021-06-01,58.52
Liechtenstein,LIE,2021-06-02,59.98
Liechtenstein,LIE,2021-06-03,61.42
Liechtenstein,LIE,2021-06-04,62.88
Liechtenstein,LIE,2021-06-05,62.88
Liechtenstein,LIE,2021-06-06,62.88
Liechtenstein,LIE,2021-06-07,64.4
Liechtenstein,LIE,2021-06-08,65.91
Liechtenstein,LIE,2021-06-09,67.39
Liechtenstein,LIE,2021-06-10,68.88
Liechtenstein,LIE,2021-06-11,70.39
Liechtenstein,LIE,2021-06-12,70.39
Liechtenstein,LIE,2021-06-13,70.39
Liechtenstein,LIE,2021-06-14,71.86
Liechtenstein,LIE,2021-06-15,73.32
Liechtenstein,LIE,2021-06-16,74.78
Liechtenstein,LIE,2021-06-17,76.22
Liechtenstein,LIE,2021-06-18,77.73
Liechtenstein,LIE,2021-06-19,77.73
Liechtenstein,LIE,2021-06-20,77.73
Liechtenstein,LIE,2021-06-21,77.73
Liechtenstein,LIE,2021-06-22,79.11
Liechtenstein,LIE,2021-06-23,79.88
Liechtenstein,LIE,2021-06-24,81.23
Liechtenstein,LIE,2021-06-25,81.96
Liechtenstein,LIE,2021-06-26,81.96
Liechtenstein,LIE,2021-06-27,81.96
Liechtenstein,LIE,2021-06-28,82.72
Liechtenstein,LIE,2021-06-29,83.5
Liechtenstein,LIE,2021-06-30,84.91
Liechtenstein,LIE,2021-07-01,86.34
Liechtenstein,LIE,2021-07-02,87.91
Liechtenstein,LIE,2021-07-03,87.91
Liechtenstein,LIE,2021-07-04,87.91
Liechtenstein,LIE,2021-07-05,88.68
Liechtenstein,LIE,2021-07-06,90.09
Liechtenstein,LIE,2021-07-07,91.63
Liechtenstein,LIE,2021-07-08,93.17
Liechtenstein,LIE,2021-07-09,94.75
Liechtenstein,LIE,2021-07-10,94.75
Liechtenstein,LIE,2021-07-11,94.75
Liechtenstein,LIE,2021-07-12,96.27
Liechtenstein,LIE,2021-07-13,97.81
Liechtenstein,LIE,2021-07-14,98.58
Liechtenstein,LIE,2021-07-15,100.01
Liechtenstein,LIE,2021-07-16,100.83
Liechtenstein,LIE,2021-07-17,100.83
Liechtenstein,LIE,2021-07-18,100.83
Liechtenstein,LIE,2021-07-19,100.83
Liechtenstein,LIE,2021-07-20,100.83
Liechtenstein,LIE,2021-07-21,100.83
Liechtenstein,LIE,2021-07-22,101.47
Liechtenstein,LIE,2021-07-23,102.49
Liechtenstein,LIE,2021-07-24,102.49
Liechtenstein,LIE,2021-07-25,102.49
Liechtenstein,LIE,2021-07-26,102.49
Liechtenstein,LIE,2021-07-27,102.49
Liechtenstein,LIE,2021-07-28,102.49
Liechtenstein,LIE,2021-07-29,102.49
Liechtenstein,LIE,2021-07-30,102.49
Liechtenstein,LIE,2021-07-31,102.49
Liechtenstein,LIE,2021-08-01,102.49
Liechtenstein,LIE,2021-08-02,102.49
Liechtenstein,LIE,2021-08-03,102.49
Liechtenstein,LIE,2021-08-04,102.49
Liechtenstein,LIE,2021-08-05,102.49
Liechtenstein,LIE,2021-08-06,102.49
Liechtenstein,LIE,2021-08-07,102.49
Liechtenstein,LIE,2021-08-08,102.49
Liechtenstein,LIE,2021-08-09,104.03
Liechtenstein,LIE,2021-08-10,104.77
Liechtenstein,LIE,2021-08-11,105.59
Liechtenstein,LIE,2021-08-12,106.17
Liechtenstein,LIE,2021-08-13,106.98
Liechtenstein,LIE,2021-08-14,106.98
Liechtenstein,LIE,2021-08-15,106.98
Liechtenstein,LIE,2021-08-16,107.74
Liechtenstein,LIE,2021-08-17,108.48
Liechtenstein,LIE,2021-08-18,109.12
Liechtenstein,LIE,2021-08-19,109.12
Liechtenstein,LIE,2021-08-20,109.12
Liechtenstein,LIE,2021-08-21,110.18
Liechtenstein,LIE,2021-08-22,110.18
Liechtenstein,LIE,2021-08-23,110.56
Liechtenstein,LIE,2021-08-24,111.29
Liechtenstein,LIE,2021-08-25,111.64
Liechtenstein,LIE,2021-08-26,112
Liechtenstein,LIE,2021-08-27,112.77
Liechtenstein,LIE,2021-08-28,112.77
Liechtenstein,LIE,2021-08-29,112.77
Liechtenstein,LIE,2021-08-30,112.77
Liechtenstein,LIE,2021-08-31,112.77
Liechtenstein,LIE,2021-09-01,112.77
Liechtenstein,LIE,2021-09-02,112.77
Liechtenstein,LIE,2021-09-03,112.77
Liechtenstein,LIE,2021-09-04,112.77
Liechtenstein,LIE,2021-09-05,112.77
Liechtenstein,LIE,2021-09-06,112.77
Liechtenstein,LIE,2021-09-07,113.18
Liechtenstein,LIE,2021-09-08,113.18
Liechtenstein,LIE,2021-09-09,113.18
Liechtenstein,LIE,2021-09-10,113.99
Liechtenstein,LIE,2021-09-11,113.99
Liechtenstein,LIE,2021-09-12,113.99
Liechtenstein,LIE,2021-09-13,115.68
Liechtenstein,LIE,2021-09-14,116.5
Liechtenstein,LIE,2021-09-15,117.06
Liechtenstein,LIE,2021-09-16,117.09
Liechtenstein,LIE,2021-09-17,117.57
Liechtenstein,LIE,2021-09-18,118.58
Liechtenstein,LIE,2021-09-19,118.58
Liechtenstein,LIE,2021-09-20,119.53
Liechtenstein,LIE,2021-09-21,120.5
Liechtenstein,LIE,2021-09-22,120.86
Lithuania,LTU,2020-12-27,0.09
Lithuania,LTU,2020-12-28,0.19
Lithuania,LTU,2020-12-29,0.3
Lithuania,LTU,2020-12-30,0.36
Lithuania,LTU,2020-12-31,0.36
Lithuania,LTU,2021-01-01,0.36
Lithuania,LTU,2021-01-02,0.36
Lithuania,LTU,2021-01-03,0.36
Lithuania,LTU,2021-01-04,0.36
Lithuania,LTU,2021-01-05,0.39
Lithuania,LTU,2021-01-06,0.52
Lithuania,LTU,2021-01-07,0.67
Lithuania,LTU,2021-01-08,0.86
Lithuania,LTU,2021-01-09,0.88
Lithuania,LTU,2021-01-10,0.88
Lithuania,LTU,2021-01-11,0.96
Lithuania,LTU,2021-01-12,1.04
Lithuania,LTU,2021-01-13,1.27
Lithuania,LTU,2021-01-14,1.59
Lithuania,LTU,2021-01-15,1.86
Lithuania,LTU,2021-01-16,1.9
Lithuania,LTU,2021-01-17,1.95
Lithuania,LTU,2021-01-18,2.11
Lithuania,LTU,2021-01-19,2.35
Lithuania,LTU,2021-01-20,2.48
Lithuania,LTU,2021-01-21,2.54
Lithuania,LTU,2021-01-22,2.55
Lithuania,LTU,2021-01-23,2.55
Lithuania,LTU,2021-01-24,2.55
Lithuania,LTU,2021-01-25,2.55
Lithuania,LTU,2021-01-26,2.67
Lithuania,LTU,2021-01-27,2.93
Lithuania,LTU,2021-01-28,3.19
Lithuania,LTU,2021-01-29,3.5
Lithuania,LTU,2021-01-30,3.52
Lithuania,LTU,2021-01-31,3.52
Lithuania,LTU,2021-02-01,3.63
Lithuania,LTU,2021-02-02,3.77
Lithuania,LTU,2021-02-03,4.03
Lithuania,LTU,2021-02-04,4.4
Lithuania,LTU,2021-02-05,4.67
Lithuania,LTU,2021-02-06,4.7
Lithuania,LTU,2021-02-07,4.7
Lithuania,LTU,2021-02-08,4.8
Lithuania,LTU,2021-02-09,4.91
Lithuania,LTU,2021-02-10,5.14
Lithuania,LTU,2021-02-11,5.48
Lithuania,LTU,2021-02-12,5.75
Lithuania,LTU,2021-02-13,5.77
Lithuania,LTU,2021-02-14,5.77
Lithuania,LTU,2021-02-15,5.94
Lithuania,LTU,2021-02-16,5.96
Lithuania,LTU,2021-02-17,6.27
Lithuania,LTU,2021-02-18,6.69
Lithuania,LTU,2021-02-19,7.08
Lithuania,LTU,2021-02-20,7.12
Lithuania,LTU,2021-02-21,7.12
Lithuania,LTU,2021-02-22,7.32
Lithuania,LTU,2021-02-23,7.65
Lithuania,LTU,2021-02-24,8.08
Lithuania,LTU,2021-02-25,8.52
Lithuania,LTU,2021-02-26,8.9
Lithuania,LTU,2021-02-27,8.93
Lithuania,LTU,2021-02-28,8.95
Lithuania,LTU,2021-03-01,9.23
Lithuania,LTU,2021-03-02,9.58
Lithuania,LTU,2021-03-03,10.02
Lithuania,LTU,2021-03-04,10.6
Lithuania,LTU,2021-03-05,11.12
Lithuania,LTU,2021-03-06,11.15
Lithuania,LTU,2021-03-07,11.15
Lithuania,LTU,2021-03-08,11.48
Lithuania,LTU,2021-03-09,11.92
Lithuania,LTU,2021-03-10,12.5
Lithuania,LTU,2021-03-11,12.55
Lithuania,LTU,2021-03-12,13.22
Lithuania,LTU,2021-03-13,13.28
Lithuania,LTU,2021-03-14,13.28
Lithuania,LTU,2021-03-15,13.58
Lithuania,LTU,2021-03-16,13.96
Lithuania,LTU,2021-03-17,14.35
Lithuania,LTU,2021-03-18,14.67
Lithuania,LTU,2021-03-19,15.01
Lithuania,LTU,2021-03-20,15.04
Lithuania,LTU,2021-03-21,15.04
Lithuania,LTU,2021-03-22,15.35
Lithuania,LTU,2021-03-23,15.83
Lithuania,LTU,2021-03-24,16.49
Lithuania,LTU,2021-03-25,17.12
Lithuania,LTU,2021-03-26,17.73
Lithuania,LTU,2021-03-27,17.85
Lithuania,LTU,2021-03-28,17.86
Lithuania,LTU,2021-03-29,18.15
Lithuania,LTU,2021-03-30,18.63
Lithuania,LTU,2021-03-31,19.4
Lithuania,LTU,2021-04-01,20.09
Lithuania,LTU,2021-04-02,20.83
Lithuania,LTU,2021-04-03,21.15
Lithuania,LTU,2021-04-04,21.24
Lithuania,LTU,2021-04-05,21.38
Lithuania,LTU,2021-04-06,21.92
Lithuania,LTU,2021-04-07,22.4
Lithuania,LTU,2021-04-08,23.4
Lithuania,LTU,2021-04-09,24.65
Lithuania,LTU,2021-04-10,25.23
Lithuania,LTU,2021-04-11,25.29
Lithuania,LTU,2021-04-12,25.62
Lithuania,LTU,2021-04-13,26.32
Lithuania,LTU,2021-04-14,27.32
Lithuania,LTU,2021-04-15,28.18
Lithuania,LTU,2021-04-16,28.94
Lithuania,LTU,2021-04-17,29.04
Lithuania,LTU,2021-04-18,29.04
Lithuania,LTU,2021-04-19,29.26
Lithuania,LTU,2021-04-20,29.83
Lithuania,LTU,2021-04-21,30.82
Lithuania,LTU,2021-04-22,31.79
Lithuania,LTU,2021-04-23,32.71
Lithuania,LTU,2021-04-24,32.88
Lithuania,LTU,2021-04-25,32.89
Lithuania,LTU,2021-04-26,33.12
Lithuania,LTU,2021-04-27,33.61
Lithuania,LTU,2021-04-28,34.18
Lithuania,LTU,2021-04-29,35.4
Lithuania,LTU,2021-04-30,36.8
Lithuania,LTU,2021-05-01,37.39
Lithuania,LTU,2021-05-02,37.42
Lithuania,LTU,2021-05-03,37.92
Lithuania,LTU,2021-05-04,38.97
Lithuania,LTU,2021-05-05,40.27
Lithuania,LTU,2021-05-06,41.59
Lithuania,LTU,2021-05-07,42.85
Lithuania,LTU,2021-05-08,43.44
Lithuania,LTU,2021-05-09,43.7
Lithuania,LTU,2021-05-10,44.47
Lithuania,LTU,2021-05-11,45.46
Lithuania,LTU,2021-05-12,46.64
Lithuania,LTU,2021-05-13,47.77
Lithuania,LTU,2021-05-14,48.94
Lithuania,LTU,2021-05-15,49.17
Lithuania,LTU,2021-05-16,49.19
Lithuania,LTU,2021-05-17,49.78
Lithuania,LTU,2021-05-18,50.69
Lithuania,LTU,2021-05-19,51.93
Lithuania,LTU,2021-05-20,53.15
Lithuania,LTU,2021-05-21,54.12
Lithuania,LTU,2021-05-22,54.46
Lithuania,LTU,2021-05-23,54.52
Lithuania,LTU,2021-05-24,55.07
Lithuania,LTU,2021-05-25,56.03
Lithuania,LTU,2021-05-26,57.12
Lithuania,LTU,2021-05-27,58.25
Lithuania,LTU,2021-05-28,59.46
Lithuania,LTU,2021-05-29,59.89
Lithuania,LTU,2021-05-30,59.91
Lithuania,LTU,2021-05-31,60.6
Lithuania,LTU,2021-06-01,61.83
Lithuania,LTU,2021-06-02,63.34
Lithuania,LTU,2021-06-03,64.74
Lithuania,LTU,2021-06-04,66.33
Lithuania,LTU,2021-06-05,67.01
Lithuania,LTU,2021-06-06,67.22
Lithuania,LTU,2021-06-07,68.08
Lithuania,LTU,2021-06-08,69.12
Lithuania,LTU,2021-06-09,70.22
Lithuania,LTU,2021-06-10,71.23
Lithuania,LTU,2021-06-11,72.15
Lithuania,LTU,2021-06-12,72.41
Lithuania,LTU,2021-06-13,72.67
Lithuania,LTU,2021-06-14,73.43
Lithuania,LTU,2021-06-15,74.41
Lithuania,LTU,2021-06-16,75.52
Lithuania,LTU,2021-06-17,76.65
Lithuania,LTU,2021-06-18,77.62
Lithuania,LTU,2021-06-19,77.88
Lithuania,LTU,2021-06-20,77.93
